epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,645.313,1.4336,1.99841,1.64085,0.44438,0.50768,0.44828,0.33301,1.78318,2.38771,1.88488,0.0005842,0.0005842,0.0005842
23,672.756,1.3163,1.86286,1.55489,0.55801,0.45954,0.47646,0.35474,1.6733,2.19158,1.834,0.0005644,0.0005644,0.0005644
24,717.831,1.35095,1.8586,1.55906,0.4633,0.51602,0.46632,0.35618,1.63152,2.32875,1.81285,0.0005446,0.0005446,0.0005446
25,745.208,1.3276,1.85337,1.55673,0.52391,0.47109,0.45747,0.33845,1.73164,2.31436,1.87105,0.0005248,0.0005248,0.0005248
26,780.195,1.3467,1.84969,1.5642,0.44157,0.4995,0.4723,0.3521,1.70194,2.26271,1.84576,0.000505,0.000505,0.000505
27,810.487,1.28383,1.77157,1.50952,0.45375,0.49243,0.48674,0.35433,1.71941,2.29224,1.83745,0.0004852,0.0004852,0.0004852
28,855.601,1.25878,1.71095,1.49473,0.46956,0.49891,0.4839,0.36694,1.72393,2.21612,1.85869,0.0004654,0.0004654,0.0004654
29,880.207,1.26734,1.72866,1.49613,0.48776,0.4887,0.47271,0.33297,1.80784,2.29217,1.91694,0.0004456,0.0004456,0.0004456
30,915.416,1.27329,1.68727,1.52307,0.4218,0.50166,0.45791,0.33753,1.76524,2.28985,1.87799,0.0004258,0.0004258,0.0004258
31,944.936,1.26805,1.69667,1.50483,0.53076,0.48321,0.47148,0.34631,1.71905,2.28131,1.81848,0.000406,0.000406,0.000406
32,979.772,1.19491,1.56503,1.44723,0.54396,0.47641,0.47373,0.35282,1.75558,2.20643,1.88684,0.0003862,0.0003862,0.0003862
33,1002,1.20863,1.59167,1.47506,0.51226,0.50033,0.47591,0.35672,1.70848,2.23991,1.84916,0.0003664,0.0003664,0.0003664
34,1032.44,1.16499,1.49432,1.43059,0.43712,0.50306,0.45256,0.34381,1.7719,2.32134,1.90202,0.0003466,0.0003466,0.0003466
35,1056.78,1.1375,1.47466,1.40696,0.49535,0.50588,0.47932,0.3551,1.70512,2.22852,1.84417,0.0003268,0.0003268,0.0003268
36,1083.77,1.17029,1.51315,1.43591,0.49311,0.48887,0.46696,0.34606,1.71825,2.27429,1.86163,0.000307,0.000307,0.000307
37,1105.86,1.12456,1.43751,1.39105,0.49914,0.47576,0.46989,0.35703,1.72949,2.45122,1.86889,0.0002872,0.0002872,0.0002872
38,1158.48,1.11152,1.42465,1.39208,0.53872,0.49852,0.48664,0.37053,1.69696,2.38815,1.85622,0.0002674,0.0002674,0.0002674
39,1188.21,1.10398,1.43105,1.38889,0.49012,0.45384,0.44164,0.33373,1.72025,2.47968,1.84612,0.0002476,0.0002476,0.0002476
40,1223.96,1.0751,1.35265,1.36424,0.45997,0.45413,0.45449,0.33312,1.7011,2.35258,1.81029,0.0002278,0.0002278,0.0002278
41,1262.98,1.13574,1.42136,1.43862,0.51257,0.48066,0.47199,0.34713,1.79417,2.59292,1.89598,0.000208,0.000208,0.000208
42,1288.16,1.06736,1.27428,1.37297,0.47724,0.49896,0.45533,0.33506,1.71588,2.39697,1.86341,0.0001882,0.0001882,0.0001882
43,1317.51,1.02157,1.22423,1.36078,0.45726,0.45698,0.42261,0.30846,1.69151,2.49957,1.88015,0.0001684,0.0001684,0.0001684
44,1339.64,0.98129,1.18483,1.33429,0.50411,0.43034,0.42752,0.31843,1.71227,2.42758,1.89204,0.0001486,0.0001486,0.0001486
45,1364.26,0.97192,1.11439,1.32794,0.48542,0.45021,0.41215,0.30386,1.73501,2.5205,1.91096,0.0001288,0.0001288,0.0001288
46,1388.54,0.96676,1.10359,1.30118,0.49045,0.46315,0.43774,0.32825,1.73956,2.47906,1.90781,0.000109,0.000109,0.000109
47,1412.02,0.92975,1.06384,1.28043,0.43577,0.46433,0.39141,0.28603,1.74234,2.61375,1.92632,8.92e-05,8.92e-05,8.92e-05
48,1438.56,0.91426,1.03313,1.26289,0.49139,0.45679,0.40848,0.29243,1.7398,2.56596,1.9259,6.94e-05,6.94e-05,6.94e-05
49,1459.91,0.90263,0.97228,1.24887,0.48491,0.44119,0.39521,0.28832,1.75386,2.63601,1.93202,4.96e-05,4.96e-05,4.96e-05
50,1486.21,0.87978,0.9514,1.24791,0.45227,0.43409,0.38352,0.27721,1.75194,2.64577,1.93299,2.98e-05,2.98e-05,2.98e-05
