epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,10290.1,1.14427,1.5195,1.56491,0.51058,0.4829,0.49581,0.34501,1.82279,2.38096,2.16988,0.0004357,0.0004357,0.0004357
59,10456.6,1.12596,1.46403,1.53141,0.51358,0.4566,0.47834,0.33304,1.80026,2.42972,2.18662,0.0004258,0.0004258,0.0004258
60,10620.3,1.11749,1.47141,1.52,0.52852,0.43874,0.46507,0.32937,1.78361,2.46533,2.14286,0.0004159,0.0004159,0.0004159
61,10800.3,1.11178,1.45985,1.52472,0.53378,0.44627,0.45239,0.32098,1.80077,2.37717,2.15892,0.000406,0.000406,0.000406
62,11002.9,1.08654,1.42589,1.50198,0.53036,0.43143,0.43567,0.30708,1.85122,2.49897,2.18483,0.0003961,0.0003961,0.0003961
63,11181.5,1.09669,1.41983,1.52218,0.57662,0.42317,0.47326,0.34307,1.82791,2.45188,2.19367,0.0003862,0.0003862,0.0003862
64,11341.5,1.05694,1.33907,1.47935,0.4999,0.43743,0.43095,0.30741,1.81762,2.46616,2.17472,0.0003763,0.0003763,0.0003763
65,11507.5,1.05117,1.36534,1.47979,0.49027,0.45025,0.45334,0.31649,1.78555,2.44317,2.13627,0.0003664,0.0003664,0.0003664
66,11679.2,1.03607,1.34905,1.4791,0.47527,0.46688,0.43883,0.30179,1.81894,2.46634,2.17779,0.0003565,0.0003565,0.0003565
67,11858.8,1.02345,1.29735,1.46082,0.48569,0.47069,0.43966,0.30172,1.82831,2.39756,2.19507,0.0003466,0.0003466,0.0003466
68,12062.4,1.03863,1.30994,1.46816,0.40403,0.45842,0.41166,0.29108,1.78541,2.65507,2.15151,0.0003367,0.0003367,0.0003367
69,12188.5,1.00631,1.30409,1.44341,0.43814,0.46812,0.42832,0.30516,1.81952,2.48861,2.18852,0.0003268,0.0003268,0.0003268
