epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,29273.5,0.8286,1.7176,0.87484,1.24041,0.74856,0.72026,0.7481,0.5842,0.74866,0.71631,0.73767,0.56273,1.21869,2.23545,1.21741,1.6101,0.000663239,0.000663239,0.000663239
127,29504.9,0.81056,1.65855,0.85058,1.22054,0.7798,0.70199,0.75608,0.58885,0.7887,0.69279,0.74137,0.56508,1.20485,2.25811,1.21744,1.5926,0.000642139,0.000642139,0.000642139
128,29738.1,0.82692,1.69272,0.86763,1.23265,0.80499,0.67769,0.74819,0.58123,0.79538,0.68675,0.73773,0.55885,1.21215,2.24527,1.22056,1.60515,0.000621305,0.000621305,0.000621305
129,29970.5,0.82846,1.71749,0.86959,1.23372,0.77672,0.70328,0.75382,0.57853,0.76591,0.71259,0.7444,0.5597,1.22166,2.24509,1.22384,1.61268,0.000600743,0.000600743,0.000600743
130,30203.6,0.82493,1.69455,0.86062,1.22998,0.77265,0.70184,0.75467,0.58334,0.77457,0.69197,0.73817,0.55791,1.21496,2.25488,1.21865,1.60899,0.000580459,0.000580459,0.000580459
131,30435.1,0.80879,1.65305,0.83034,1.22432,0.77062,0.71261,0.75647,0.58918,0.76802,0.72011,0.74601,0.56291,1.21816,2.25551,1.23365,1.61471,0.00056046,0.00056046,0.00056046
132,30667.9,0.80904,1.66734,0.84314,1.22223,0.75934,0.7178,0.75128,0.57986,0.766,0.71568,0.73905,0.5569,1.21887,2.25787,1.21907,1.62339,0.000540752,0.000540752,0.000540752
133,30899.6,0.81613,1.68358,0.85327,1.22733,0.81814,0.69153,0.75851,0.58965,0.8044,0.69459,0.74492,0.56554,1.21755,2.28147,1.20451,1.61373,0.000521341,0.000521341,0.000521341
134,31131.2,0.80989,1.67817,0.8312,1.21778,0.77894,0.71521,0.75783,0.58605,0.77698,0.71103,0.74547,0.56318,1.22557,2.25842,1.20594,1.6251,0.000502232,0.000502232,0.000502232
135,31362.9,0.80811,1.66543,0.82357,1.22013,0.77028,0.713,0.76023,0.58682,0.78701,0.69873,0.74476,0.56165,1.21412,2.26563,1.20331,1.6171,0.000483432,0.000483432,0.000483432
136,31594.3,0.79791,1.65938,0.83116,1.21388,0.79731,0.69983,0.75484,0.58135,0.76442,0.71217,0.74171,0.55937,1.2196,2.25628,1.21773,1.62374,0.000464946,0.000464946,0.000464946
137,31826.3,0.79641,1.65198,0.83028,1.21573,0.78628,0.71087,0.759,0.5882,0.79073,0.70592,0.74507,0.56557,1.2082,2.24733,1.21164,1.61398,0.00044678,0.00044678,0.00044678
138,32058.1,0.81168,1.69274,0.83151,1.22464,0.77645,0.70815,0.75843,0.58762,0.80311,0.68803,0.7451,0.56635,1.21406,2.26794,1.214,1.61958,0.00042894,0.00042894,0.00042894
139,32289,0.77689,1.60522,0.77785,1.1859,0.78158,0.70783,0.75578,0.5901,0.77909,0.70147,0.74193,0.56714,1.20465,2.25582,1.21028,1.60714,0.00041143,0.00041143,0.00041143
140,32520.5,0.77745,1.6131,0.78632,1.19417,0.77028,0.70747,0.75837,0.59222,0.78522,0.69361,0.74567,0.56527,1.20341,2.26786,1.21684,1.61131,0.000394256,0.000394256,0.000394256
141,32751.4,0.77707,1.60909,0.78534,1.19307,0.80887,0.68542,0.75607,0.58902,0.7951,0.69491,0.74399,0.56557,1.21533,2.25998,1.21957,1.62939,0.000377424,0.000377424,0.000377424
142,32983.1,0.78853,1.63182,0.80038,1.20416,0.76648,0.71255,0.76001,0.59242,0.78743,0.69979,0.74843,0.56963,1.21863,2.29192,1.2151,1.63653,0.000360938,0.000360938,0.000360938
143,33215,0.76921,1.58153,0.77115,1.19193,0.8058,0.6955,0.76029,0.59281,0.8007,0.69024,0.74516,0.56739,1.22137,2.28704,1.22502,1.62569,0.000344804,0.000344804,0.000344804
144,33446.3,0.78505,1.62412,0.79378,1.19937,0.78397,0.71291,0.75621,0.5891,0.78736,0.70021,0.74002,0.56487,1.21572,2.28404,1.23145,1.6283,0.000329026,0.000329026,0.000329026
145,33678.1,0.75969,1.57367,0.75728,1.17809,0.79538,0.71212,0.75974,0.59137,0.79726,0.69744,0.7413,0.5664,1.21644,2.27736,1.2198,1.62704,0.00031361,0.00031361,0.00031361
146,33909.2,0.76578,1.59198,0.76908,1.1871,0.78936,0.71016,0.7623,0.59494,0.78298,0.7067,0.74393,0.56916,1.21166,2.27477,1.21978,1.62042,0.000298559,0.000298559,0.000298559
147,34141.1,0.77248,1.61591,0.77631,1.19143,0.78712,0.71435,0.76109,0.59095,0.7901,0.70183,0.74152,0.56954,1.21516,2.27256,1.21246,1.62305,0.000283879,0.000283879,0.000283879
148,34373.3,0.77046,1.60371,0.76231,1.18835,0.81035,0.69479,0.76244,0.59547,0.80123,0.69739,0.74639,0.57026,1.22441,2.27908,1.21709,1.63416,0.000269574,0.000269574,0.000269574
149,34605.7,0.77002,1.61805,0.75796,1.18865,0.82135,0.69263,0.76421,0.59635,0.79693,0.69592,0.74859,0.57198,1.22615,2.29651,1.21037,1.63989,0.000255649,0.000255649,0.000255649
150,34837.7,0.75784,1.60917,0.75769,1.17791,0.81686,0.69741,0.76712,0.59817,0.80087,0.69296,0.75039,0.57358,1.22419,2.3005,1.21444,1.63956,0.000242107,0.000242107,0.000242107
151,35069.5,0.76492,1.6042,0.77127,1.19162,0.76931,0.72376,0.76452,0.59853,0.77743,0.70786,0.74959,0.57122,1.2259,2.3217,1.21199,1.63907,0.000228952,0.000228952,0.000228952
152,35301.8,0.74455,1.55386,0.73561,1.16615,0.78305,0.71141,0.76227,0.59642,0.79001,0.70133,0.74672,0.57095,1.22035,2.30841,1.21873,1.62934,0.00021619,0.00021619,0.00021619
153,35533.8,0.75603,1.59753,0.76441,1.17625,0.77976,0.71307,0.76011,0.59721,0.77349,0.70997,0.74448,0.56962,1.22238,2.3018,1.22162,1.63636,0.000203823,0.000203823,0.000203823
154,35765.2,0.75796,1.57887,0.74878,1.178,0.79582,0.70703,0.76089,0.59492,0.78548,0.70502,0.74225,0.56835,1.22369,2.29817,1.22262,1.63811,0.000191855,0.000191855,0.000191855
155,35997.3,0.74063,1.54747,0.72495,1.1648,0.81076,0.69909,0.76251,0.5975,0.8052,0.69685,0.74637,0.5713,1.22446,2.31188,1.22399,1.64184,0.000180291,0.000180291,0.000180291
156,221.572,0.76964,1.63185,0.77253,1.18868,0.80011,0.71678,0.76194,0.59231,0.79405,0.71313,0.74725,0.56962,1.22434,2.34448,1.21189,1.63788,0.000169133,0.000169133,0.000169133
157,451.98,0.75338,1.59276,0.74931,1.17736,0.77701,0.7322,0.75752,0.58807,0.78045,0.72358,0.74221,0.56824,1.23174,2.34084,1.20705,1.64335,0.000158385,0.000158385,0.000158385
158,683.506,0.75478,1.58406,0.75082,1.18052,0.78933,0.72299,0.75814,0.58846,0.7935,0.72237,0.74349,0.56865,1.23583,2.33941,1.21185,1.64954,0.00014805,0.00014805,0.00014805
159,914.624,0.73994,1.55966,0.7323,1.16875,0.79141,0.72111,0.75521,0.58981,0.79378,0.71105,0.74437,0.56827,1.22728,2.33399,1.22572,1.6384,0.000138132,0.000138132,0.000138132
160,1145.87,0.75249,1.57426,0.73502,1.17456,0.79461,0.70789,0.75876,0.59179,0.79431,0.7077,0.75016,0.57074,1.22888,2.31264,1.22581,1.63869,0.000128633,0.000128633,0.000128633
161,1378.2,0.75352,1.60688,0.75288,1.18293,0.77506,0.72454,0.76011,0.59485,0.77798,0.72478,0.7535,0.57406,1.22611,2.30582,1.21591,1.63776,0.000119556,0.000119556,0.000119556
162,1609.91,0.73718,1.5691,0.7322,1.16486,0.78783,0.71375,0.76008,0.59496,0.78831,0.71437,0.75078,0.57298,1.22245,2.29872,1.22224,1.63399,0.000110905,0.000110905,0.000110905
163,1838.54,0.74058,1.55734,0.72126,1.1626,0.78372,0.71852,0.75778,0.59374,0.77691,0.71807,0.74359,0.57114,1.22649,2.2915,1.22266,1.63549,0.000102681,0.000102681,0.000102681
164,2060.15,0.73363,1.55807,0.72879,1.16146,0.77839,0.721,0.7571,0.59325,0.77719,0.721,0.74546,0.57116,1.22764,2.294,1.21907,1.6375,9.48874e-05,9.48874e-05,9.48874e-05
165,2292.97,0.72687,1.52685,0.71086,1.15496,0.77983,0.71966,0.75893,0.59348,0.77785,0.72061,0.74818,0.57028,1.22857,2.29972,1.22498,1.64177,8.75264e-05,8.75264e-05,8.75264e-05
166,2525.07,0.71776,1.49585,0.70461,1.15057,0.79629,0.70596,0.75941,0.59462,0.77444,0.71946,0.74604,0.57036,1.23488,2.31237,1.233,1.65022,8.06001e-05,8.06001e-05,8.06001e-05
167,2756.78,0.7287,1.52776,0.71572,1.15692,0.78732,0.71506,0.7588,0.59627,0.78539,0.71458,0.74648,0.57146,1.23296,2.32361,1.23588,1.65044,7.41108e-05,7.41108e-05,7.41108e-05
168,2987.26,0.73232,1.53119,0.70796,1.15655,0.79786,0.70947,0.76028,0.5978,0.78546,0.71332,0.74664,0.57127,1.22886,2.32681,1.23712,1.64525,6.80605e-05,6.80605e-05,6.80605e-05
169,3218.5,0.72957,1.52593,0.71419,1.16277,0.79795,0.71145,0.76034,0.59714,0.78427,0.71582,0.74563,0.57213,1.22858,2.32434,1.23408,1.64427,6.24508e-05,6.24508e-05,6.24508e-05
170,3450.01,0.72681,1.537,0.71652,1.1544,0.79328,0.71197,0.75999,0.59694,0.78371,0.71396,0.74459,0.5707,1.22984,2.32324,1.23338,1.64629,5.72836e-05,5.72836e-05,5.72836e-05
171,3681.17,0.73227,1.54045,0.71065,1.16127,0.7956,0.71527,0.75924,0.5961,0.78636,0.71278,0.74154,0.57036,1.22915,2.31495,1.23088,1.64435,5.25605e-05,5.25605e-05,5.25605e-05
172,3912.51,0.72219,1.53216,0.70902,1.1566,0.80288,0.7114,0.75957,0.59644,0.79161,0.70698,0.74159,0.57068,1.23173,2.32328,1.22916,1.64844,4.82828e-05,4.82828e-05,4.82828e-05
173,4144.55,0.72517,1.50327,0.70171,1.15455,0.78944,0.71354,0.75961,0.5971,0.76626,0.72495,0.74195,0.5713,1.22944,2.32531,1.22988,1.6459,4.44519e-05,4.44519e-05,4.44519e-05
174,4377.06,0.73035,1.55218,0.71168,1.16088,0.78876,0.71405,0.75818,0.59485,0.76458,0.72567,0.74138,0.57052,1.23229,2.33062,1.23172,1.64878,4.1069e-05,4.1069e-05,4.1069e-05
175,4608.66,0.7389,1.58678,0.73792,1.16528,0.78303,0.71962,0.7577,0.59371,0.76624,0.72119,0.74029,0.57026,1.2318,2.32301,1.23414,1.6483,3.8135e-05,3.8135e-05,3.8135e-05
176,4839.4,0.73059,1.54932,0.71795,1.15956,0.79569,0.71579,0.75726,0.59431,0.76407,0.72536,0.74069,0.56984,1.23123,2.31594,1.23205,1.64868,3.56509e-05,3.56509e-05,3.56509e-05
177,5070.08,0.7153,1.50627,0.69378,1.15099,0.79855,0.71426,0.75861,0.59478,0.78973,0.71157,0.74302,0.57199,1.22956,2.32111,1.22938,1.648,3.36174e-05,3.36174e-05,3.36174e-05
178,5301.04,0.72815,1.5471,0.72368,1.1575,0.79939,0.71515,0.75896,0.59566,0.76627,0.72564,0.74153,0.57096,1.23063,2.3253,1.22587,1.64969,3.20351e-05,3.20351e-05,3.20351e-05
179,5532.37,0.72194,1.51601,0.70102,1.15424,0.7829,0.72145,0.75889,0.59606,0.77107,0.72279,0.74065,0.57063,1.22996,2.32467,1.22669,1.6485,3.09046e-05,3.09046e-05,3.09046e-05
180,5763.32,0.71793,1.51462,0.69172,1.1463,0.79831,0.70893,0.75936,0.59728,0.77276,0.72155,0.74484,0.57126,1.2311,2.32722,1.22274,1.65012,3.02262e-05,3.02262e-05,3.02262e-05
